"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","pdays_status","pdays_clean","age_group","balance_group","cluster","gmm_cluster"
30,"admin.","married","secondary","no",1081,"no","no","cellular",16,"jul",222,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
51,"management","married","tertiary","no",346,"no","no","cellular",11,"aug",237,1,180,6,"success","yes","Contacted",180,"50-60","0-1K","3","4"
52,"housemaid","married","secondary","no",234,"no","no","cellular",20,"nov",208,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
34,"services","married","secondary","no",404,"yes","no","cellular",9,"apr",208,12,337,1,"failure","no","Contacted",337,"30-40","0-1K","2","4"
35,"blue-collar","married","primary","no",-312,"yes","yes","telephone",29,"jul",38,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
38,"blue-collar","divorced","secondary","no",2641,"no","no","unknown",17,"jun",67,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
33,"blue-collar","married","secondary","no",91,"yes","no","cellular",14,"apr",283,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
31,"student","married","primary","no",46,"yes","no","cellular",10,"jul",487,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
30,"management","single","tertiary","no",849,"yes","no","unknown",28,"may",261,6,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
31,"admin.","married","secondary","no",2304,"yes","no","cellular",20,"nov",257,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
31,"blue-collar","married","primary","no",856,"yes","no","unknown",8,"may",303,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
65,"technician","married","secondary","no",2303,"no","no","cellular",1,"sep",95,2,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","1"
27,"management","married","tertiary","no",145,"no","no","cellular",29,"jan",103,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
32,"self-employed","single","tertiary","no",519,"yes","no","cellular",18,"nov",72,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
28,"technician","single","secondary","no",154,"yes","no","cellular",18,"feb",416,2,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","0-1K","1","2"
37,"services","divorced","primary","no",0,"yes","no","unknown",18,"jun",77,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"admin.","married","tertiary","no",0,"yes","no","cellular",21,"nov",102,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"blue-collar","single","primary","no",2146,"yes","no","unknown",13,"may",138,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
56,"management","single","primary","no",109,"no","yes","telephone",17,"nov",124,1,129,18,"other","no","Contacted",129,"50-60","0-1K","3","4"
39,"services","married","secondary","no",946,"yes","no","cellular",17,"apr",295,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
36,"unemployed","married","secondary","no",356,"no","no","cellular",8,"jul",361,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
27,"technician","married","tertiary","no",10451,"yes","no","cellular",2,"feb",45,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","10K+","1","3"
51,"blue-collar","married","secondary","no",187,"yes","no","cellular",6,"aug",277,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
33,"blue-collar","single","secondary","no",687,"yes","no","unknown",9,"may",174,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"blue-collar","divorced","primary","no",409,"yes","no","cellular",13,"may",143,2,364,1,"other","no","Contacted",364,"40-50","0-1K","5","3"
33,"management","single","tertiary","no",729,"yes","yes","unknown",18,"jun",178,5,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
46,"management","single","tertiary","yes",-344,"no","no","cellular",8,"aug",142,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","5","2"
40,"blue-collar","married","primary","no",540,"yes","no","unknown",2,"jun",21,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
48,"admin.","divorced","secondary","no",238,"yes","no","unknown",26,"may",76,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
30,"blue-collar","married","primary","no",346,"yes","no","unknown",3,"jun",135,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
45,"unemployed","single","primary","no",2249,"yes","no","cellular",9,"feb",247,5,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
39,"technician","divorced","secondary","no",1333,"yes","yes","cellular",29,"jan",585,2,246,1,"failure","no","Contacted",246,"30-40","1K-5K","4","3"
48,"management","married","tertiary","no",0,"no","yes","cellular",19,"feb",204,4,182,1,"success","yes","Contacted",182,"40-50","0-1K","5","3"
47,"technician","married","tertiary","no",545,"yes","no","cellular",12,"aug",588,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","2"
59,"blue-collar","married","primary","no",1723,"no","no","cellular",10,"feb",39,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
49,"admin.","divorced","secondary","no",771,"yes","no","cellular",21,"nov",264,2,172,1,"failure","no","Contacted",172,"40-50","0-1K","5","3"
34,"technician","married","secondary","no",-255,"yes","no","cellular",21,"aug",179,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
57,"management","divorced","unknown","no",0,"no","no","unknown",16,"jun",335,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
31,"blue-collar","divorced","secondary","no",-277,"yes","no","telephone",17,"jul",1008,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","Negative","4","3"
35,"blue-collar","married","secondary","no",0,"yes","no","unknown",23,"may",100,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
46,"blue-collar","married","secondary","no",6879,"no","no","cellular",15,"nov",74,2,118,3,"failure","no","Contacted",118,"40-50","5K-10K","5","4"
46,"technician","married","secondary","no",1740,"yes","no","cellular",11,"may",333,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
49,"services","married","secondary","no",1314,"no","no","cellular",14,"aug",834,14,-1,0,"unknown","yes","Not Contacted",NA,"40-50","1K-5K","2","4"
33,"blue-collar","married","secondary","no",0,"no","no","cellular",29,"jul",454,6,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
39,"blue-collar","married","secondary","no",0,"yes","no","unknown",20,"may",165,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
46,"blue-collar","married","secondary","no",137,"no","no","unknown",20,"jun",252,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
49,"technician","divorced","secondary","no",57,"no","no","cellular",21,"aug",396,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
33,"admin.","married","secondary","no",2711,"no","no","cellular",20,"nov",184,1,104,1,"failure","no","Contacted",104,"30-40","1K-5K","1","3"
30,"admin.","single","tertiary","no",0,"yes","no","cellular",4,"feb",730,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","2"
59,"blue-collar","married","primary","no",914,"no","no","cellular",11,"aug",139,8,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","1"
35,"services","married","secondary","no",528,"no","no","unknown",7,"may",274,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
25,"blue-collar","single","secondary","no",2096,"yes","no","unknown",3,"jun",236,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","1"
52,"entrepreneur","married","tertiary","no",618,"yes","yes","unknown",14,"may",166,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
53,"blue-collar","married","secondary","no",1103,"yes","yes","unknown",30,"may",163,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
32,"management","married","tertiary","no",376,"yes","no","cellular",23,"mar",248,4,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
31,"entrepreneur","single","secondary","no",131,"yes","no","cellular",21,"jul",157,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
42,"unknown","single","secondary","no",1456,"no","no","unknown",12,"jun",56,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
55,"technician","married","tertiary","no",1320,"no","no","cellular",28,"apr",387,2,-1,0,"unknown","yes","Not Contacted",NA,"50-60","1K-5K","5","2"
49,"management","married","tertiary","no",934,"no","yes","cellular",21,"nov",158,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
41,"blue-collar","married","primary","no",17,"no","no","cellular",8,"jul",117,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
40,"blue-collar","married","secondary","no",299,"yes","no","cellular",15,"jul",180,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
42,"management","married","tertiary","no",3713,"no","no","cellular",19,"nov",709,2,-1,0,"unknown","yes","Not Contacted",NA,"40-50","1K-5K","4","3"
35,"entrepreneur","married","secondary","yes",204,"yes","no","unknown",6,"may",424,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
67,"admin.","married","primary","no",1093,"no","no","telephone",8,"jul",64,3,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","2"
38,"admin.","married","secondary","no",46,"no","no","cellular",7,"aug",48,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
28,"self-employed","married","tertiary","no",0,"yes","no","cellular",23,"jul",339,4,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
32,"technician","divorced","secondary","no",1097,"yes","no","unknown",12,"may",298,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
39,"services","married","primary","no",324,"yes","no","cellular",8,"may",340,2,312,4,"failure","no","Contacted",312,"30-40","0-1K","1","4"
46,"blue-collar","married","secondary","no",1120,"no","yes","unknown",19,"jun",786,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","4","2"
46,"housemaid","single","tertiary","no",3232,"no","no","telephone",15,"jun",94,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
39,"self-employed","single","tertiary","no",426,"no","no","unknown",18,"jun",1029,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
66,"admin.","single","secondary","no",10177,"no","no","cellular",5,"may",272,4,-1,0,"unknown","no","Not Contacted",NA,"60+","10K+","5","3"
49,"management","married","secondary","no",321,"no","no","unknown",9,"jun",135,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
51,"management","married","tertiary","no",938,"no","no","cellular",11,"nov",98,2,97,3,"failure","no","Contacted",97,"50-60","0-1K","5","4"
54,"blue-collar","married","primary","no",1033,"no","no","unknown",20,"jun",152,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
27,"blue-collar","divorced","secondary","no",0,"yes","no","telephone",13,"may",363,1,359,3,"failure","no","Contacted",359,"Under 30","0-1K","1","4"
36,"technician","married","secondary","no",300,"no","no","unknown",9,"jun",287,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
44,"management","married","secondary","no",-665,"no","no","cellular",30,"jul",342,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
27,"blue-collar","married","secondary","no",564,"yes","no","unknown",9,"may",257,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
56,"retired","married","unknown","no",230,"no","no","cellular",8,"jun",58,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
55,"admin.","divorced","secondary","no",1693,"no","no","cellular",10,"aug",247,1,102,3,"success","no","Contacted",102,"50-60","1K-5K","5","4"
39,"technician","married","secondary","no",49,"yes","no","cellular",20,"aug",379,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"admin.","married","secondary","no",0,"yes","no","cellular",16,"jul",524,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"blue-collar","married","secondary","no",410,"yes","yes","cellular",17,"nov",179,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
49,"technician","married","secondary","no",905,"no","no","cellular",5,"jun",1543,1,-1,0,"unknown","yes","Not Contacted",NA,"40-50","0-1K","4","3"
46,"technician","single","tertiary","no",1448,"no","no","cellular",17,"nov",292,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
61,"retired","married","tertiary","no",3140,"yes","yes","cellular",6,"aug",975,4,98,1,"unknown","yes","Contacted",98,"60+","1K-5K","4","3"
60,"self-employed","married","tertiary","no",2149,"no","no","cellular",19,"aug",222,4,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","1"
32,"management","single","tertiary","no",264,"yes","no","unknown",9,"may",211,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
35,"unemployed","married","unknown","no",144,"no","no","cellular",30,"jul",187,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
42,"technician","divorced","secondary","no",2974,"yes","no","unknown",21,"may",187,5,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
49,"services","married","secondary","no",29,"yes","no","cellular",17,"apr",79,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
35,"blue-collar","married","secondary","no",485,"yes","no","cellular",16,"apr",49,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"blue-collar","married","primary","no",905,"yes","no","unknown",30,"may",28,8,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
51,"technician","single","secondary","no",511,"yes","yes","unknown",28,"may",67,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
54,"admin.","married","secondary","no",1239,"no","no","cellular",19,"nov",200,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
43,"blue-collar","single","secondary","no",421,"yes","no","unknown",15,"may",298,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
31,"technician","married","secondary","no",310,"yes","no","cellular",20,"aug",228,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
30,"blue-collar","married","secondary","no",2150,"yes","no","unknown",23,"may",465,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
47,"technician","divorced","secondary","no",598,"no","no","cellular",27,"aug",120,8,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","1"
26,"services","single","secondary","no",512,"yes","yes","unknown",5,"jun",75,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
37,"technician","married","secondary","no",1309,"yes","no","cellular",28,"aug",77,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
55,"blue-collar","married","primary","no",0,"yes","yes","unknown",12,"may",467,5,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
42,"unemployed","married","tertiary","no",1270,"yes","no","unknown",15,"may",192,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
31,"self-employed","single","tertiary","no",84,"no","no","cellular",6,"aug",157,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
24,"student","single","secondary","no",745,"yes","no","telephone",8,"apr",93,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
37,"technician","married","secondary","no",1142,"yes","no","cellular",17,"jul",309,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
47,"self-employed","married","primary","no",1056,"no","no","telephone",29,"aug",58,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
35,"management","married","tertiary","no",0,"yes","no","cellular",21,"jul",199,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
28,"housemaid","single","primary","no",332,"no","no","cellular",7,"jul",385,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
59,"blue-collar","single","secondary","no",12270,"no","no","cellular",20,"nov",180,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","10K+","5","3"
44,"admin.","married","primary","no",127,"yes","no","cellular",28,"jan",273,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
33,"management","single","tertiary","no",1097,"no","yes","cellular",6,"aug",308,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
25,"admin.","single","secondary","no",4590,"yes","no","unknown",28,"may",199,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","1"
43,"blue-collar","married","secondary","no",576,"yes","yes","unknown",13,"may",148,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
50,"management","married","tertiary","no",1477,"yes","no","cellular",18,"nov",283,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
27,"housemaid","single","primary","no",494,"no","no","cellular",5,"feb",16,10,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","2","1"
33,"blue-collar","single","secondary","no",706,"yes","no","cellular",7,"apr",329,1,322,1,"failure","no","Contacted",322,"30-40","0-1K","1","3"
51,"technician","married","secondary","no",337,"yes","no","cellular",20,"aug",687,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","4","2"
40,"admin.","married","secondary","no",220,"yes","no","unknown",30,"jun",69,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
40,"services","married","secondary","no",28,"no","no","telephone",17,"nov",48,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
40,"technician","married","tertiary","no",1641,"yes","no","cellular",14,"apr",855,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","4","2"
51,"retired","married","primary","no",34,"yes","no","cellular",16,"jul",69,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
